tweet,label
if he wants indians to be healthy there are hundreds of ways to exercise but he insists on yoga? if yoga can benefit so can circumcision which WHO has categorically mentioned that it helps people save themselves from HIV .,0
Will he propagate every new born male should be circumsised in hospitals? as it is done even in United States?,1
he won't do it because its related to Islam.,1
"why does he choses symbols from Hinduism? orange colour, lotus flower.",1
he even refused to wear a muslim cap.,1
Has he ever come and said Assalamualaikum my muslim brothers on the occasion of eid?,0
he will never use such words ...,0
why should we follow his culture?,0
"clapping of hands, beating of instruments, ringing bells, blowing sanks are connected with hindu rituals.",0
"he might not be doing it conciously but its true he is not normal leader its like owaisi he is a leader but he is not a normal one ,owaisi carries an islamic legacy on himself ,he cannot escape it .",0
"on't wanna get into any arguments with you on this. Neither supporting nor offending anyone here. If you want to do what he said do it, if not don't do it as simple as that.",0
Why was he not racist while airlifting Muslims from Iran?? He is still not racist taking tabiligi jamatis in hospital care. And please do not try to defend those people connected with tabiligi jamaat. I hope you know they have been the reason of the rise in corona positives and by saying this am not pointing out on one particular religion because they are now a threat to entire nation which includes you and me. You like to be so intellectual go ahead and use this intellectualism for the betterment for everyone join INDIAN POLITICS.,1
modi is a bunch of gay shit,1
If not at least guide people about what is happening in the entire world because of virus. spread awareness.,0
we are educated people lets rise above secularism and help our nation to fight this one enemy name COVID-19.,0
That's fine Modiji as you say.We shall enlighten our balconies.But what about your plans to lift up economy that will be affected due to lockdown? Any solution for homeless and daily wage workers? Any plans for health workers and police?Please enlighten us.,0
The best dance award goes to pathanjali baba.. Snake dancer.,0
First open the borders of Karnataka and Kerala. Then declare unity in diversity,0
Whether someone likes him or not.. that's personal.. but he is the PM of our country n I strictly abide to what he says... many here r making fun of his statements... dear Kunal I dont care ur feelings... but u should atleast have feelings for ur country...,0
"This is for our good only,these kind of activity will help the citizens from falling apart.Also it will give a sense of togetherness,which ultimately affcets the mental Health.",0
"Iím a citizen of the Republic of India, not a clown to perform to the tune of the ringmaster!",1
The last sentence by Prime Distractor is itself historic.,0
Tomorrow many will convert into fireflies.. that's magic,0
"Don't know what they are upto this time..may be they are checking the political wavelength match†. Last time, it was understandably for the health professionals. Well, this time I think I am gonna sit out on this Diya challenge†",0
"bout the principle of collective consciousness. ì95% of people follow what 5% people think and do,î",0
"modi has smartly chosen 5th april 9 pm because on this day and time for 9 minutes, the saturn be in swati nakshatra & the moon will be in the rohini nakshatra. lighting natural lights will allow the cosmic waves to enter our bodies and create the antibodies for corona",0
"es u r absolutely right...we don't need Medicines, Medical Equipments & Ventilators for Corona...we need Thali Tali or Mombatti & Flash light...we hv great Scientist who planned to kill Corona...",1
Kunal Kamra - Thank You for Being the voice of millions of Indians !!,0
"Hope People don't Burn their Homes this time on PM's appeal to to hold candles, lamps and flashlights like what they did last time on PM's appeal to clap and beat utensils",1
"While everyone is worried about the covid19 pandemic, you.keep gaining cheap popularity",1
People like you keep creating fucking jokes when world over what our honourable PM is doing for this country is being incorporated and appreciated!,1
Anyways. Heights of cheapness man!!,1
Education is necessary in India to judge between right and wrong,0
†I'm waiting for the day when B&D news anchors will go to jail,1
"Imagine this switch off, essential support system of patient in Hospital... would people survive .. does he want to kill all the patient ( irrespective to CORONA) to die...",1
